商品名称,价格,会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,采集时间,sku,好评度,评价关键词
"
                                                                                JBL T280TWS X2 真无线蓝牙耳机 半入耳式音乐耳机 通话降噪 运动防汗 苹果安卓手机带麦游戏耳机 珍珠白                ","
                                ￥
                                279.00
                                                            ",                                    ****p            ,                    PLUS会员             ,star5,犹犹豫豫了老半天，跟别的牌子耳机又对比了一下，最后还是入了jbl耳机，家里已经有两个jbl的蓝牙音箱了，现在继续冲,2023-01-06 12:03,0,0,,,T280TWS X2蓝牙耳机-珍珠白                                                                                     ,https://item.jd.com/100038791123.html#comment,【JBLT280TWS X2】JBL T280TWS X2 真无线蓝牙耳机 半入耳式音乐耳机 通话降噪 运动防汗 苹果安卓手机带麦游戏耳机 珍珠白【行情 报价 价格 评测】-京东,2023-01-14 20:35:36.377,100038791123,94%        ,"佩戴舒适(33)/
十分舒服(25)/
小巧精致(16)/
做工精细(14)/
颜值够高(14)/
十分漂亮(12)/
音质俱佳(10)/
体感舒适(7)/
低音强劲(6)/
毫无延迟(3)/
灵敏度强(2)/
连接迅速(2)/"
﻿"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    青***念            ,                    PLUS会员             ,star5,耳机很好?听歌清晰。,2023-01-12 16:44,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.144,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****c            ,                                 ,star5,音质很好,2023-01-12 15:44,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.242,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    c***x            ,                                 ,star5,声音好，不愧是索尼,2023-01-10 11:44,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.325,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****e            ,                    PLUS会员             ,star5,为了佩mp3购买了这款耳机，索尼的耳机音质没得说，非常不错，无杂音，不失真，配上HIFI音乐播放器，更能体现出索尼耳机的优越性,2023-01-08 21:49,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.397,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    b***F            ,                    PLUS会员             ,star5,京东商品一如既往让人放心，值得信赖，服务快捷周到,2023-01-08 18:09,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.475,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    路***宁            ,                                 ,star5,满意,2023-01-06 15:27,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.567,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    z***e            ,                                 ,star3,这个主要是很便宜，用起来随便造，不怕坏，缺点就是低音量有底噪，大一点就听不见了。,2023-01-05 21:35,0,0,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.649,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    u***x            ,                    PLUS会员             ,star5,耳机收到了！非常好！,2023-01-02 18:00,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.738,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    水***1            ,                                 ,star5,音质挺好的！,2022-12-28 09:31,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.834,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    l***0            ,                    PLUS会员             ,star5,不错，很好用哈,2022-12-23 19:02,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#none,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:04.936,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****Z            ,                                 ,star5,耳机效果不错，款式也简单大气，,2022-12-23 09:12,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:16.753,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****6            ,                                 ,star5,耳机到了，物流很快，比想象的早到了两天，音质也很好，是个值得入手的好东西。,2022-12-21 22:26,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:16.880,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****s            ,                                 ,star5,这家店还好吧，来买过几次了，服务老客户非常周到，以后还常来。,2022-12-16 14:11,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:16.980,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    一***拉            ,                                 ,star5,很好,2022-12-13 18:37,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.088,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****2            ,                    PLUS会员             ,star5,一直信簕这个牌子的?赶上优惠就下了这单，希望随我心意。,2022-12-13 13:24,0,1,[购买6天后追评],此用户未填写评价内容,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.193,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    s***1            ,                    PLUS会员             ,star5,声音清晰，戴着也舒服,2022-12-11 16:38,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.313,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    s***i            ,                                 ,star5,耳机已经用了两天了，效果没的说，性价比高放心购买。,2022-12-09 12:45,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.441,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    时***煦            ,                                 ,star5,入耳感受不是很好 带时间长耳朵疼 音质比较平凡吧个人感觉没有小米绕颈款那种环绕式音质好 不过不用充电啥的日常用用也不错,2022-12-06 01:26,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.563,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    u***h            ,                                 ,star5,一般使用效果很好，价廉物美,2022-12-03 18:05,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.656,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****g            ,                                 ,star5,这款耳机不错,2022-12-02 09:15,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:17.775,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    L***d            ,                    PLUS会员             ,star5,提醒大家一句那个封口是白的，那个不是贴纸，千万不要像我一样想要撕开来，希望他没事???,2022-12-01 16:06,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.226,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    s***o            ,                                 ,star5,音质好,2022-11-28 19:03,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.340,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    u***z            ,                                 ,star5,好用，用来监听隔音不完全，但不影响音质,2022-11-26 23:02,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.418,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****云            ,                    PLUS会员             ,star5,价格不贵，音质很好。,2022-11-19 12:10,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.503,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****r            ,                                 ,star5,音质可以，果真是好耳机！,2022-11-18 21:45,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.580,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****8            ,                    PLUS会员             ,star5,索尼的质量感觉还不错,2022-11-15 21:33,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.657,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****季            ,                    PLUS会员             ,star4,一般般吧，就是听个响声，没什么特别的地方,2022-11-15 12:57,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.739,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****y            ,                    PLUS会员             ,star5,害，还用说嘛，单位用的比较满意。,2022-11-14 19:06,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.817,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    w***B            ,                                 ,star5,不错,2022-11-13 17:55,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:29.901,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****e            ,                                 ,star5,已经是第二次买啦，太好用了,2022-11-11 11:06,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:30.007,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    苇***乖            ,                                 ,star5,非常满意，还可以降噪，音效也很好，物超所值了。,2022-11-11 09:44,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:41.684,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****o            ,                                 ,star5,东西非常好非常 喜欢太棒了,2022-11-11 08:52,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:41.772,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    Y***y            ,                                 ,star5,正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！,2022-11-10 22:43,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:41.874,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****K            ,                                 ,star5,?值得购买！没有什么味道，用起来还可以?，没有不舒服的地方?，所以我还蛮喜欢的,2022-11-09 18:23,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:41.977,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    ****r            ,                                 ,star5,这个价位能有这种音质属实不错了，很像入门款，推荐大家购买，但真正入门的还需要200以上的。,2022-11-09 18:06,0,1,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:42.089,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    阿***6            ,                                 ,star5,一如既往的好 性价比高 音质不错,2022-11-09 13:47,0,1,[购买2天后追评],性价比高 索尼值得信赖 希望能够多使用一段时间,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:42.193,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
"
                                                                                索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色                ","
                                ￥
                                99.00
                                                            ",                                    k***g            ,                    PLUS会员             ,star1,音质是真差，音质是真差，音质是真差！差评，差评，差评！都怀疑是赝品了！还不支持拆封退货，差评！,2022-11-07 14:07,0,0,,,黑色                                                                                     ,https://item.jd.com/11959659715.html#comment,索尼（SONY） MDR-EX15LP 入耳式耳机有线手机电脑通用音乐耳机适用于安卓 黑色【图片 价格 品牌 报价】-京东,2023-01-14 20:36:42.303,11959659715,96%        ,"佩戴舒适(11)/
十分舒服(8)/
做工精细(5)/
极其好用(5)/
音质清晰(4)/
使用良好(2)/
结实耐用(2)/
低音强劲(2)/
简单大气(1)/"
