商品名称,价格,会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,采集时间,sku,好评度,评价关键词
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    ****c            ,                    PLUS会员             ,star5,很好看，续航能力强，客服态度也好,2023-01-11 18:41,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:32.591,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    w***o            ,                    PLUS会员             ,star5,"做工质感：很好
音质音效：good
舒适度：右耳非常舒适，左耳略大点。
续航能力：3小时电影OK",2023-01-11 16:33,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:32.720,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    村***滴            ,                                 ,star5,很不错，音质不错！,2023-01-11 14:50,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.198,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    w***w            ,                                 ,star2,音质不好，但是评论区一片好评不知道为啥,2023-01-11 14:37,0,1,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.343,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    ****v            ,                    PLUS会员             ,star5,别买不好，一直自动断开连接然后重连，人多断连外放时候特别尴尬lll,2023-01-11 14:32,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.484,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    ****8            ,                                 ,star5,"做工质感：很棒
音质音效：都可以 声音不错 打电话正常声音",2023-01-11 12:05,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.602,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    ****u            ,                                 ,star5,"音质?百元内的蓝牙耳机?中，
音质算是比较惊艳的了?
礼品?加十元附送的宇航员硅胶套，
很好滴保护了充电仓，耐磨?
服务?闪电发货
灵敏度?从充电仓拿出耳机带上，打开手机蓝牙，自动连接，非常方便。",2023-01-11 11:39,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.713,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    c***d            ,                                 ,star2,不播放的时候有嘀嗒声,2023-01-11 10:57,0,1,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.860,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    幸***4            ,                                 ,star5,耳机很好用，声音流畅，太给力了！,2023-01-11 10:06,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:44.986,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    都***年            ,                                 ,star1,组装缝隙不整齐有偏锋，可想而知戴在耳朵里有多难受，不要求性能有多好毕竟价格在这里，但至少能戴  戴着不难受对吧,2023-01-11 05:21,0,1,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:45.125,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    泡***-            ,                    PLUS会员             ,star5,这个价钱音质可以了 一分钱一分货 不能强求,2023-01-11 00:46,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:45.256,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白                ","
                                ￥
                                99.90
                                                            ",                                    ****f            ,                    PLUS会员             ,star5,上次买的也是索爱的，这次又买了一个，这次又买了一个，看后面好不好用,2023-01-11 00:06,0,0,,,油彩白                                                                                     ,https://item.jd.com/100030698310.html#comment,【索爱SL6】索爱（soaiy）SL6真无线蓝牙耳机运动商务游戏长续航半入耳式蓝牙5.3适用于苹果安卓通用蓝牙耳机 油彩白【行情 报价 价格 评测】-京东,2023-01-14 13:52:45.402,100030698310,94%        ,"十分舒服(188)/
颜值够高(155)/
佩戴舒适(139)/
简单方便(103)/
做工精细(93)/
音质清晰(84)/
十分漂亮(78)/
十分好用(65)/
毫无杂音(63)/
颜色好看(40)/
颜色漂亮(18)/
灵敏度强(16)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    时***者            ,                    PLUS会员             ,star5,隔日就送到，非常方便,2023-01-14 12:27,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.168,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****n            ,                    PLUS会员             ,star5,外观非常漂亮，买了送人的,2023-01-14 09:29,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.293,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    q***n            ,                                 ,star5,音质好，电脑上用线有点短。,2023-01-14 08:34,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.390,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    任***飞            ,                    PLUS会员             ,star5,买给老人使用，音质可以,2023-01-14 08:13,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.488,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****z            ,                    PLUS会员             ,star5,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……,2023-01-14 00:02,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.682,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    豆***君            ,                    PLUS会员             ,star5,一直用的这个牌子耳机，好用的,2023-01-13 22:39,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.798,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    你***我            ,                                 ,star5,还是非常好用的………,2023-01-13 22:35,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:13.900,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****c            ,                    PLUS会员             ,star5,耳机收到了 物流很快质量也很好,2023-01-13 20:57,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:14.028,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    呵***话            ,                                 ,star3,不如以前的H180P,2023-01-13 19:45,0,1,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:14.153,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    洛***奇            ,                    PLUS会员             ,star5,阔以，有前途，我喜欢！~,2023-01-13 19:27,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#none,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:14.300,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    女***-            ,                    PLUS会员             ,star5,佩戴舒适，音质很好。,2023-01-13 19:24,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:25.589,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    浔***歌            ,                    PLUS会员             ,star5,音质非常好，久戴耳朵也不觉得累，调控也很灵敏，低音沉、高音准，接听电话也很清晰，没有延时、电音、虚嗓音，和正常接听电话一样。品质保证，性价比高的一款。,2023-01-13 18:51,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:25.662,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    D***M            ,                    PLUS会员             ,star5,很久没有入手有线耳机了，作为前面几十年的经典存在，现今3.5mm有线耳机虽然在出货量里面占比很少了，但仍然有用武之地，我就是买来连接电脑开会用的，有线的没有蓝牙的那么麻烦，还要充电，使用过程中也会受到别的设备的信号干扰，有线的稳定没有充电焦虑，用起来很好！,2023-01-13 18:18,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:25.754,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****x            ,                    PLUS会员             ,star5,老品牌了，信得过，一直用,2023-01-13 18:17,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:25.853,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    r***8            ,                    PLUS会员             ,star5,很好用，价格便宜，已多次购买！,2023-01-13 13:54,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:25.958,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    u***d            ,                                 ,star5,还行吧,2023-01-13 12:47,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:26.049,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****V            ,                    PLUS会员             ,star5,"做工质感：做工不错！
音质音效：音效好，无杂音！
舒适度：佩戴方便，舒适！
续航能力：不错?
其他特色：漫步者耳机款式简洁大气，做工材质好。佩戴起来挺舒服的，没有什么不适感，音质很不错，比较均衡。在散步时戴着听听音乐很是不错，也很方便使用。采用简约设计，外形棱角分明，线条柔顺流畅，时尚现代审美风格。黑白双色可选。耳壳的后部，造型优美，赞赞赞！?(???&thinsp;??????? ?)?",2023-01-13 11:16,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:26.180,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
"
                                                                                漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用                ","
                                ￥
                                39.00
                                                            ",                                    ****P            ,                    PLUS会员             ,star5,"1.掌柜的服务态度真好，发货很快。商品
质量也相当不错。太喜欢了，谢谢!
2.好卖家，真有耐心，我终于买到想要的
东西了。谢谢卖家。
3.掌柜太善良了，真是干一行懂一行呀。
在掌柜的指导下我都快变内行人士了!
4.卖家服务真周到。以后带同事一起来。
5.宝贝质量不错，很喜欢了。谢谢掌柜。
6.货到了，比图片上看到的好多了3Q!",2023-01-13 10:49,0,0,,,【3.5mm接口】H180Plus白色                                                                                     ,https://item.jd.com/100007522725.html#comment,【漫步者H180Plus】漫步者（EDIFIER）H180Plus 半入耳式有线耳机 手机耳机 音乐耳机 3.5mm接口 电脑笔记本手机适用【行情 报价 价格 评测】-京东,2023-01-14 13:53:26.318,100007522725,97%        ,"十分舒服(312)/
佩戴舒适(291)/
音质清晰(225)/
极其好用(164)/
十分好用(156)/
做工精细(147)/
简单方便(132)/
声音清晰(117)/
毫无杂音(116)/
毫无延迟(10)/
颜色好看(8)/
灵敏度强(8)/"
